# arquivo de locais para o t4
reit, -29.72074, -53.7149, Reitoria da UFSM
r001,-29.720762943264475, -53.71503046365687
r002,-29.72052180159092, -53.715022344706945
cpd,-29.720834276050986, -53.71365166959692, CPD
cpd1,-29.720344057355437, -53.71376036465768
memo,-29.719539789440816, -53.71506008766732, Memorial José Mariano da Rocha Filho
mem1,-29.71957578928367, -53.715278784825564
mem2,-29.719329996950908, -53.715334531157836
cam1,-29.71911140756319, -53.71535526570947
cam2,-29.718492935248275, -53.715334788812996
cal,-29.718507311298822, -53.7157,Centro de Artes e Letras
pon,-29.717010058284167, -53.715552171556794,Ponte
ceu2,-29.718402905741915, -53.714831757448295,Casa do Estudante Universitário 2
ru,-29.71730302959022, -53.714954685247605,Restaurante Universitário
bib,-29.715664365535577, -53.71523198750772,Biblioteca Central
cam3,-29.715413597916164, -53.71565508785956
cam4,-29.714427901301775, -53.71607532942196
husm,-29.71441300404993, -53.71552072493203,Hospital Universtário
ccne,-29.714621565374582, -53.71641266617357,Centro de Ciências Naturais e Exatas
ct,-29.713318049970177, -53.71663279271369,Centro de Tecnologia
cam5,-29.71316659279908, -53.71628973839002
cam6,-29.711391299045026, -53.71663279274259
cti,-29.71138633314447, -53.716904377415496,Colégio Técnico Industrial
arco,-29.710889741838237, -53.71666995696196,Arco de Entrada da UFSM
cam7,-29.711800984986134, -53.71660134609723
ipe,-29.711969824783523, -53.718085056174075,Unidade de Educação Infantil Ipê Amarelo
inpe,-29.712344747406497, -53.717404665098805,Instituto Nacional de Pesquisa Espacial
cam8,-29.71215178093414, -53.71918760718949
cam9,-29.71420908199676, -53.718883242663786
ru2,-29.71428378766669, -53.71926700663098,Restaurante Universitário 2
camp,-29.720392224808723, -53.717626084785806
plan,-29.72027155373466, -53.71726217067899,Planetário
camq,-29.720748490942828, -53.71716953799724
camr,-29.71944987285142, -53.71665075651977
conv,-29.7223763849327, -53.717184776040845,Centro de Convenções
